Latitude,Longitude,Site,Location,Country,Period,Lab Number,C14Age,C14SD,Material,Curve
51.41,-1.85,West Kennet,Europe,Great Britain,Neolithic,OxA-449,4825,90,human bone,intcal13
52.99,-6.68,Ballintruer More,Europe,Ireland,Drimnagh,GrN-10469,4800,70,human bone,intcal13
53.27,-1.24,Markland Grips,Europe,Great Britain,Neolithic,OxA-4447,4760,90,human bone,intcal13
53.71,-6.49,Newgrange,Europe,Ireland,Neolithic,UB-361,4535,105,humic acid,intcal13
37.9,23.86,Vougliameni Limni,Europe,Greece,Neolithic,Ly-6946,6940,60,limestone,intcal13
55.65,-3.26,"Meldon Bridge, near Pe",Europe,Great Britain,Neolithic,SRR-644,4686,90,nuts,intcal13
51.75,-4.48,Coygan Camp,Europe,Great Britain,Neolithic,NPL-132,5000,95,nutshell,intcal13
39.4833,-8.5333,Pena d'Agua,Iberia,Portugal,Cardial,Wk-9214,6775,60,Olea Sp. Charred,intcal13
36.867,39.05,Damishliyah,Near East,Syria,Pottery Neolithic,UtC-1094/,7920,110,organic ma,intcal13
43.45,5,Cavaou,Europe,France,Neolithic,Ly-7021,6560,85,organic silt,intcal13
58.99,-3.01,Quanterness,Europe,Great Britain,Neolithic,Q-1294,4590,75,organic soil,intcal13
47.95,16.83,Winden am See,Europe,Austria,LBK,Bln-55,5940,100,organic tempe,intcal13
51.1333,12.1333,Köttichau,Europe,Germany,Salzmünde,Bln-250,6045,120,Other,intcal13
51.72,-9.82,Cashelkeelty I,Europe,Ireland,Neolithic,UB-2413,5845,100,peat,intcal13
51.16,-2.83,"Sweet Track, Shapwick",Europe,Great Britain,Neolithic,Q-968,5224,75,peat,intcal13
51.17,-2.8,Meare Lake Village Wes,Europe,Great Britain,Neolithic,HAR-2616,5210,80,peat,intcal13
48.71,-3.83,Le Guerzit,Europe,France,Early Neolithic,Gif-7614,5950,110,peat bog,intcal13
55.38,13.48,Skateholm,Europe,Sweden,Neolithic,LU-2349,5500,60,peat bog,intcal13
39.5,-8.6167,Almonda Cave,Iberia,Portugal,Cardial,OxA-9287,6445,45,Pierced cervu,intcal13
54.98,-2.61,Midgeholme Moss,Europe,Great Britain,Early Neolithic,OxA-2326,5270,90,plant remains,intcal13
38.7333,0.1,Cendres Cave,Iberia,Spain,Cardial,Beta-75220,6730,80,Quercus wood,intcal13
41.63,2.0333,Frare Cave,Iberia,Spain,Cardial,I-13030,6410,70,Quercus wood,intcal13
48.83,10.57,Enkingen,Europe,Germany,LBK,UtC-2344,6460,80,refuse,intcal13
55.71,11.72,Bodal Mose,Europe,Denmark,TRB_North,K-6444,5110,75,refuse,intcal13
55.55,11.4,L?jesm?lle skov (Mosen,Europe,Denmark,TRB_North,AAR-1850,5030,90,refuse,intcal13
55.2,10.1667,Jordl?se Mose,Europe,Denmark,TRB_North,K-3776,4980,65,refuse,intcal13
55.68,11.17,T?mmerup mose IV,Europe,Denmark,TRB_North,K-2775,4960,65,refuse,intcal13
55.35,11.42,S?rbylille I,Europe,Denmark,TRB_North,Ka-6448,4940,80,refuse,intcal13
55.6167,11.5,Orelund Mose I,Europe,Denmark,TRB_North,Ka-6445,4870,70,refuse,intcal13
55.62,11.53,Ulkestrup Lyng,Europe,Denmark,TRB_North,K-3778,4860,135,refuse,intcal13
55.55,11.6333,Maglelyng 3,Europe,Denmark,TRB_North,K-3779,4700,65,refuse,intcal13
55.57,11.52,Verup Mose II,Europe,Denmark,TRB_North,Ka-6452,4570,150,refuse,intcal13
51.05,6.5833,Frimmersdorf 122,Europe,Germany,LBK,UtC-7179,6230,70,seed,intcal13
50.33,8.53,Usingen,Europe,Germany,LBK,UtC-10787,6142,40,seed,intcal13
56.15,8.4833,Muldbjerg,Europe,Denmark,TRB_North,K-129,4940,160,seed,intcal13
37.65,32.8167,Çatal Höyük,Anatolia,Turkey,Pottery Neolithic,OxA-9775,8090,55,Seeds,intcal13
38.1,58.22,Jeitun,Asia,Turkmenistan,Pottery Neolithic,OxA-2914,7270,100,seeds,intcal13
40.7288,17.5774,Grotta S. Angelo di Os,Europe,Italy,Cardial,GIF-6724,6980,70,seeds,intcal13
40.5,16.5,S. Marco,Europe,Italy,Cardial,OxA-1853,6430,80,seeds,intcal13
48.4,6.16,Chemin de Naviot,Europe,France,Late LBK,Ly-4479,6330,140,seeds,intcal13
52.96,11.4,Westeregeln,Europe,Germany,LBK,Bln-92,6140,100,seeds,intcal13
45.31,21.81,Zorlentu Mare,Europe,Romania,Vinca,GrN-10316,6070,40,seeds,intcal13
51.03,13.53,Dresden-Nickern,Europe,Germany,LBK,Bln-73,5945,100,seeds,intcal13
52.32,-0.59,Stanwick South,Europe,Great Britain,Neolithic,OxA-3001,4810,80,seeds,intcal13
59,-3.22,Barnhouse,Europe,Great Britain,Neolithic,OxA-3499,4590,75,seeds,intcal13
51.27,-2,Strawberry Hill,Europe,Great Britain,Neolithic,OxA-3041,6820,120,shell,marine13
43.81,7.5,Pendimoum,Europe,France,Cardial,Gif-6471,6390,100,shell,marine13
42.61,2.15,Le Roc de Dourgne,Europe,France,Peri-Epicardial,MC-1102,6170,100,shell,marine13
56.4,10.7,Barkær,Europe,Denmark,TRB_North,K-2634,5270,75,Shell,marine13
51.79,-1.22,Sidlings Copse,Europe,Great Britain,Neolithic,OxA-3560,5250,75,shell,marine13
56,-3.67,Nether Kinneil,Europe,Great Britain,Neolithic,SRR-1486.01,5060,50,shell,marine13
54.08,-4.75,Port St.Mary Rushen,Europe,Great Britain,Early Neolithic,OxA-2481,4970,80,shell,marine13
56.0167,10.2667,Norsminde,Europe,Denmark,TRB_North,K-2192,4960,100,Shell,marine13
51.41,-1.85,"Silbury Hill, Avebury",Europe,Great Britain,Neolithic,SI-910A,4675,110,sod,intcal13
29.85,52.75,Mushki,Near East,Iran,Pottery Neolithic,TK-34,8640,120,soil,intcal13
32.7167,34.95,Megadim,Near East,Israel,Pottery Neolithic,Pta-3652,7060,70,soil,intcal13
36.7797,44.4478,Gawra,Near East,Iraq,Pottery Neolithic,P-1494,7002,82,soil,intcal13
50.53,-3.69,Broken Cave,Europe,Great Britain,Neolithic,OxA-3207,5015,80,tooth,intcal13
50.49,-3.68,Three holes Cave,Europe,Great Britain,Neolithic,OxA-4495,5010,70,tooth,intcal13
43.1167,-6.2167,La Falguera,Iberia,Spain,Cardial,OxA-10191,6510,70,Triticum a.,intcal13
50.8,6.46,Lamersdorf,Europe,Germany,LBK,KN-I.367,6410,45,wheat grains,intcal13
49.78,16.91,Mohelnice,Europe,Czech Republic,LBK,Bln-102a,6405,100,wheat seeds,intcal13
46.92,6.95,Delley-Portalban II,Europe,Switzerland,Neolithic,Lv-624,6850,110,Wood,intcal13
47.93,7.96,Portalban 2,Europe,Switzerland,Early Neolithic,Lv-624,6850,110,wood,intcal13
45.46,11.6,Molino Casarotto,Europe,Italy,Early Neolithic,BIRM-175,6450,110,wood,intcal13
41.8667,2.1167,La Draga,Iberia,Spain,Cardial,UBAR_314,6410,70,wood,intcal13
40.5,21.16,Dispilio,Europe,Greece,Neolithic,DEM-657,6338,29,Wood,intcal13
51.03,-4.25,Westward Ho!,Europe,Great Britain,Neolithic,HAR-5631,6100,100,wood,intcal13
53.16,8.43,Hude 1,Europe,Germany,Group Dummer,Hv-1220,6060,115,wood,intcal13
47.1667,8.4167,Hünenberg-Chämleten,Europe,Switzerland,Cortaillod,UZ-2915,5890,95,Wood,intcal13
49.38,3.43,Le Culot,Europe,France,Neolithic,Ly-3750,5790,130,wood,intcal13
51.5,0.27,Mar Dyke,Europe,Great Britain,Neolithic,HAR-4522,5740,80,wood,intcal13
55.77,22.42,Daktariske,Europe,Lithuania,Neolithic,Vs-808,5530,110,wood,intcal13
55.55,11.63,Kongemosen 3 (Kongemos,Europe,Denmark,TRB_North,K-4891,5240,65,Wood,intcal13
47.73,8.7,"Thayngen, Weier",Europe,Switzerland,Pfyn,H-61/149,5222,130,Wood,intcal13
50.7,-2.15,"Worgret, Wareham",Europe,Great Britain,Neolithic,HAR-9595,5210,70,wood,intcal13
54.7,9.5333,Bistoft,Europe,Germany,TRB_North,Ki-1285,5180,60,Wood,intcal13
47.18,8.01,Egolzwil 4,Europe,Switzerland,Egolzwil,H-228/276,5150,100,wood,intcal13
47.36,8.58,Zurich,Europe,Switzerland,Cortaillod,UCLA-1772 B,5145,70,wood,intcal13
46.9667,6.8666,Auvernier,Europe,Switzerland,Cortaillod,B-2559,5130,120,Wood,intcal13
55.42,-3.36,"Rotten Bottom, Games H",Europe,Great Britain,Neolithic,OxA-3540,5040,100,wood,intcal13
55.6,11.5833,Præstelyngen,Europe,Denmark,TRB_North,K-1473,5010,100,Wood,intcal13
57.48,-4.19,Raigmore,Europe,Great Britain,Neolithic,SRR-188,4983,130,wood,intcal13
52.57,-0.2,Fengate,Europe,Great Britain,Neolithic,GaK-4196,4960,64,wood,intcal13
51.18,-2.82,Baker Platform,Europe,Great Britain,Neolithic,HAR-2845,4950,80,wood,intcal13
53.25,0.33,Wolla Bank,Europe,Great Britain,Neolithic,OxA-5965,4865,65,wood,intcal13
54.68,25.3,Vilnius,Europe,Lithuania,Neolithic,Vs-420,4840,100,wood,intcal13
51.56,-1.59,"Wayland's Smithy, Ashb",Europe,Great Britain,Neolithic,I-1468,4770,130,wood,intcal13
51.18,-2.88,Chilton 1-2,Europe,Great Britain,Neolithic,HAR-649,4760,80,wood,intcal13
55.2,10.1,Sarup I,Europe,Denmark,TRB_North,K-2632,4760,90,Wood,intcal13
56.79,-2.61,"Dalladies Farm, Fetter",Europe,Great Britain,Neolithic,SRR-289,4660,50,wood,intcal13
51.16,-2.78,Ashcott Heath,Europe,Great Britain,Neolithic,Q-598,4625,120,wood,intcal13
51.14,-2.78,"Jones's Track, Ashcott",Europe,Great Britain,Neolithic,HAR-3078,4590,70,wood,intcal13
51.16,-2.81,Shapwick Heath,Europe,Great Britain,Neolithic,Q-430,4540,130,wood,intcal13
42.36,0.21,Cueva de Chaves,Iberia,Spain,Cardial,GrN-12685,6770,70,Wood charcoal,intcal13
41.7333,-7.4667,Chaves Cave,Iberia,Portugal,Cardial,N-12685,6770,70,wood charcoal,intcal13
42.4667,1.5,Margineda Cave,Iberia,Andora,Cardial,Ly-2839,6670,120,wood charcoal,intcal13
39.649,-8.416,Caldeirao,Iberia,Portugal,Cardial,OxA-1035,6330,80,wood charcoal,intcal13
55.3,21,Nida,Europe,Lithuania,Neolithic,Vs-321,4630,120,wood/bone,intcal13
35.4681,44.3922,Shimshara,Near East,Iraq,PPN,K-981,10030,160,,intcal13
32,35.42,Netiv Hagdud,Near East,Israel,PPNA,RT-762C,9970,150,,intcal13
32.42,47.25,Ali Kosh,Near East,Iran,PPN,I-1419,9950,190,,intcal13
34.3,47.15,Asiab,Near East,Iran,PPN,GrN-6434,9755,85,,intcal13
33.6667,49.6333,Chagha Sefid,Near East,Iran,PPN,UCLA-295,9690,100,,intcal13
35.8667,38.4,Abu Hureyra,Near East,Syria,PPNB,OxA-1228,9680,90,,intcal13
37.2167,38.9167,Göbekli,Anatolia,Turkey,PPNB,Hd-20036,9559,53,,intcal13
35.8136,53.8989,Hotu,Near East,Iran,PPN,L-182,9500,200,,intcal13
36.5,38.3,Dja'de,Near East,Syria,EPPNB,Ly-8842,9370,75,,intcal13
33.05,35.25,Horvat Galil,Near East,Israel,PPNB,RT-1397,9340,70,,intcal13
38.4833,37.4167,Mezraa Teleilat,Anatolia,Turkey,PPN,AA-49102,9324,59,,intcal13
34.825,32.42,Kissonerga-Mylouthkia,Europe,Cyprus,Cypro-EPPNB,OxA-7460,9315,60,,intcal13
34.7458,33.1583,Parekklisha-Shillourokambos,Europe,Cyprus,Cypro-EPPNB,Ly-290,9310,80,,intcal13
37.4833,33.0333,Pinarbasi Site A,Anatolia,Turkey,PPNB,OxA-5500,9290,80,,intcal13
37.5833,38.65,Nevali Cori,Anatolia,Turkey,PPNB,OxA-8303,9280,55,,intcal13
32.0833,36.1,Ain Ghazal,Near East,Jordan,MPPNB-1,GrN-12966,9200,110,,intcal13
31.6,34.7833,Iraq el-Barud,Near East,Israel,PPNB,Hv-3368,9120,85,,intcal13
31.4631,35.5683,Shu'eib,Near East,Jordan,LPPNB,Bta-35087,9100,140,,intcal13
30.37,35.43,Beidha,Near East,Jordan,PPNB,GrN-5062,9030,50,,intcal13
38.28,34.57,Kaletepe,Anatolia,Turkey,Aceramic,GifA-100396,9030,80,,intcal13
31.1333,35.75,Ghwair,Near East,Jordan,MPPNB,DRI-3253,9027,116,,intcal13
38.833,47.833,Ganj Dareh,Near East,Iran,PPN,SI-4741,8950,70,,intcal13
38.46,38.78,Cafer Höyük,Anatolia,Turkey,EPPNB,Ly-4437,8950,80,,intcal13
38.37,34.25,Asikli Höyük,Anatolia,Turkey,Aceramic,GrN-19116,8920,50,,intcal13
32.05,36.2333,Dhuweila,Near East,Jordan,MPPNB,,8910,60,,intcal13
30.8333,34.7833,Divshon,Near East,Israel,PPNB,SMU-3,8900,180,,intcal13
32.6937,35.3114,Yiftahel,Near East,Israel,PPNB,Pta-4242,8870,90,,intcal13
31.1417,35.3722,Hemar,Near East,Israel,PPNB,Pta-3625,8850,90,,intcal13
36.9167,38.0167,Akarcay Tepe,Anatolia,Turkey,PPN,Beta-138548,8750,40,,intcal13
31,34.8,Reu'el,Near East,Israel,PPNB,Pta-3137,8720,70,,intcal13
36.4167,38.1667,Halula,Near East,Syria,PPNB,Beta-58928,8700,60,,intcal13
37.58,30.08,Hacilar Aceramic,Anatolia,Turkey,Aceramic,BM-127,8700,180,,intcal13
36.2167,37.4,Sinn,Near East,Syria,LPPNB,GrN-9833,8650,50,,intcal13
37.55,38.567,Gritille,Anatolia,Turkey,PPNB,Beta-13216,8610,90,,intcal13
34.9292,32.5625,Kritou-Marottou,Europe,Cyprus,Cypro-EPPNB,Beta-183650,8600,40,,intcal13
37.5,33.5,Canhasan III,Anatolia,Turkey,Aceramic,HU-11,8584,65,,intcal13
36.9333,40.5667,Sabi Abyad II,Near East,Syria,LPPNB,GrN-21319,8530,60,,intcal13
35.55,44.95,Jarmo,Near East,Iraq,PPN,H-551/-491,8525,175,,intcal13
29.55,35.4,Ayn Abu Nukhayla,Near East,Jordan,PPNB,,8509,64,,intcal13
31.05,35.37,Mezad Mazal,Near East,Israel,PPNB,B-2737,8480,70,,intcal13
29.9167,34.95,Issaron,Near East,Israel,PPNC?,Pta-2999,8460,80,,intcal13
32.3833,35.7333,Sabha,Near East,Jordan,PPNB,TO-3987,8430,70,,intcal13
33.5,48.6667,Guran,Near East,Iran,PPN,K-1006,8410,200,,intcal13
31.5,36.4167,Jilat 7,Near East,Jordan,EPPNB,OxA-2413,8390,80,,intcal13
35.15,40.4333,Bouqras,Near East,Syria,PPNB,GrN-8262,8380,45,,intcal13
32.0833,36.3667,Khirbet Hammam,Near East,Jordan,LPPNB,GrN-26147,8370,40,,intcal13
35.5833,35.75,Ras Shamra,Near East,Syria,PPNB,P-460,8364,101,,intcal13
33.0708,35.1361,Betzet 1,Near East,Israel,PPN,RT-1394,8330,100,,intcal13
37.4,37.95,Hayaz Höyük,Anatolia,Turkey,PPNB,GrN-12510,8300,60,,intcal13
31.8333,36.8167,Azraq 31,Near East,Jordan,LPPNB,OxA-2412,8275,80,,intcal13
31.9667,35.7333,Bawwab al-Ghazal,Near East,Jordan,PPNB,KN-5454,8273,59,,intcal13
37.34,31.95,Suberde,Anatolia,Turkey,PPNB,P-1391,8249,91,,intcal13
28.21,34,Ujrat el-Mehed 1,Near East,Egypt,LPPNB,Pta-2703,8220,80,,intcal13
30.2333,35.5333,Basta,Near East,Jordan,LPPNB,GrN-14538,8155,50,,intcal13
30.3167,35.4833,Ba?ja,Near East,Jordan,LPPNB,Bln-5123,8100,33,,intcal13
39.63,22.47,Argissa PPN,Europe,Greece,Early Neolithic,BB,8060,99,,intcal13
35.51,25.16,Knossos,Europe,Greece,Early Neolithic,BM-124,8050,180,,intcal13
38.85,39.1667,El Kowm 2,Near East,Syria,LPPNB,Ly-4400,8030,80,,intcal13
34.75,33.3,Kalavasos-Tenta,Europe,Cyprus,Cypro-LPPNB,P-2974,8020,90,,intcal13
32.75,34.9,Atlit-Yam,Near East,Israel,PPNC?,Pta-3950,8000,90,,intcal13
31.6667,34.533,Ashkelon,Near East,Israel,PPNC,OxA-7882,8000,110,,intcal13
35.03,33.43,Dhali-Agridhi,Europe,Cyprus,Cypro-PPNB,P-2775,7990,80,,intcal13
34.1167,35.67,Labwé,Near East,Lebanon,PPNC?,K-1430,7990,140,,intcal13
31.067,35.5,Tel Ali,Near East,Israel,PPNC,OxA-7886*,7975,70,,intcal13
34.8,33.35,Khirokitia/Shillourokambos,Europe,Cyprus,Cypro-PPN,Ly-4307,7930,130,,intcal13
36.6361,40.6639,Kashkashok II,Near East,Syria,Cypro-PPN,TK-859,7880,110,,intcal13
35.7,34.5833,Cape - Andreas-Kastros,Europe,Cyprus,Cypro-PPNB,MC-805,7775,125,,intcal13
14.2808,43.1028,Ash-Shumah,Arabia,Yemen,Neolithic,GX-13781,7770,95,,intcal13
16.0833,49.6667,Khuzma as-Shumlya ,Arabia,Yemen,Early Neolithic,AA-38548,7723,87,,intcal13
41.27,21.47,Cuka,Europe,Bosnia?,Neolithic,,7680,160,,intcal13
39.78,19.73,Sidari,Europe,Greece,Early Neolithic,GXO-771,7670,120,,intcal13
24.8272,51.3947,Shagra A,Arabia,Qatar,Neolithic,Gif-5938,7520,90,,intcal13
41.3228,45.265,Shomu,Asia,Azerbijan,Pottery Neolithic,LE-629,7510,70,,intcal13
43.15,26.76,Polyanista- Platoto 1,Europe,Bulgaria,Early Neolithic,,7333,167,,intcal13
23.6033,58.5017,Wadi Wutayya,Arabia,Oman,ABT,Hv-12963,7250,85,,intcal13
41.4669,44.6944,Arukhlo 1,Asia,Georgia,Pottery Neolithic,TB-300,7135,70,,intcal13
48.97,16.73,Vela Spilja cave,Europe,Croatia,Early Neolithic,,7100,283,,intcal13
45.46,19.15,Donja Branjevina,Europe,Serbia,Early Neolithic,,7083,111,,intcal13
14.55,44.4017,"Sedd Adh-Dhra?a II, 1",Arabia,Yemen,Neolithic,Beta-90837,7080,140,,intcal13
23.1206,57.2831,Ras al-Hamra 7,Arabia,Oman,ABT?,Hv-10926,7065,105,,intcal13
24.3025,53.3336,Marawah Site 1,Arabia,U.A.E.,Early Neolithic,Hd-20756,7036,30,,intcal13
42.4,23.25,Gulubnik,Europe,Bulgaria,Struma Period,,7020,190,,intcal13
45.8,18.97,Magareci Mlin-Apatin,Europe,Serbia,Proto-Star?evo,,7018,110,,intcal13
44.5,8.5,Arene Candide,Europe,Italy,Cardial,UB-2423,6980,115,,intcal13
40.9,20.35,Velu?ka IV,Europe,Greece,Neolithic,,6913,32,,intcal13
41.85,23.62,Eleshnitsa 2,Europe,Bulgaria,Karanovo I,,6865,109,,intcal13
43.89,16,?karin Samograd Cave,Europe,Greece,Cardial,,6718,80,,intcal13
40.5,8.66,Grotta Filiestru,Europe,Italy,Cardial,Q-3020,6710,75,,intcal13
40.25,9.48,Grotta Corbeddu,Europe,Italy,Early Neolithic,UtC-1251,6690,80,,intcal13
23.6111,58.4569,Saruq,Arabia,Oman,ABT,Hv-14211,6685,105,,intcal13
38.12,13.36,"Stretto, Partanna",Europe,Italy,Neolithic,Rome-291,6630,120,,intcal13
44.1,8.01,Grotta Arma dello Stef,Europe,Italy,Cardial,Bln-3276,6610,60,,intcal13
23.5014,58.7325,"Bandar Khayran 1, 1",Arabia,Oman,ABT?,Hv-10924,6610,105,,intcal13
29.9397,34.9404,Uvda Valley,Near East,Israel,Pottery Neolithic,,6560,90,,intcal13
25.6839,51.5058,Khor 2 (M et D),Arabia,Qatar,Neolithic,,6560,120,,intcal13
23.1833,59,Daghmar 1,Arabia,Oman,ABT?,Hv-10922,6545,105,,intcal13
50.65,5.56,Place Saint Lambert,Europe,Belgium,LBK,Lv-1340,6460,60,,intcal13
29.8962,35.0141,Nahal Issaron,Near East,Israel,Pottery Neolithic,Pta-2999,6460,80,,intcal13
42.29,23.28,Kremenik 4,Europe,Bulgaria,Early Neolithic,,6450,100,,intcal13
48.36,21.25,Korlat,Europe,Hungary,Bukk,Bln-119,6440,100,,intcal13
43.13,12.4,"San Marco, Gubbio",Europe,Italy,Cardial,OxA-1853,6430,80,,intcal13
38.92,16.61,Bevilacqua,Europe,Italy,Stentinello,P-3047,6430,90,,intcal13
49.33,17.58,Zopy,Europe,Czech Republic,Early LBK,Bln-57,6430,100,,intcal13
24,52,Dalma 11,Arabia,U.A.E.,Obeid,AA-52544,6395,60,,intcal13
50.68,5.21,Oleye,Europe,Belgium,LBK,Lv-1685,6370,95,,intcal13
46.21,20.08,Katalszeg,Europe,Hungary,Koros,Bln-86,6370,100,,intcal13
43.2,26.67,Poljanica,Europe,Bulgaria,Poljanica,,6343,74,,intcal13
15.1847,43.51,Surdud-1 n,Arabia,Yemen,Neolithic,GX-13782,6325,90,,intcal13
50.68,5.4,Crisnee,Europe,Belgium,LBK,Lv-1580,6320,75,,intcal13
50.66,5.2,Waremme,Europe,Belgium,LBK,Lv-1693,6300,95,,intcal13
47.68,20.21,Tarnabod,Europe,Hungary,LBK,Bln-123,6280,100,,intcal13
13.9,44.7667,"MK, Sada",Arabia,Yemen,Neolithic,AXX-xx53,6250,90,,intcal13
42.4667,14.2167,Grotta dei Piccioni,Europe,Italy,Impressed Ware,PI-46,6247,130,,intcal13
47.17,26.33,Tirpe?ti,Europe,Romania,LBK,,6240,71,,intcal13
50.65,5.18,Darion,Europe,Belgium,LBK,Lv-1579,6240,100,,intcal13
23.2369,58.1183,Shuwayr 1,Arabia,Oman,ABT?,Bln-3644/II,6220,60,,intcal13
48.7,15.86,Pulkau,Europe,Austria,LBK,Bln-83,6215,100,,intcal13
25.3617,56.0436,ar-Ramlah 6,Arabia,U.A.E.,ABT,Bln-4735*,6181,50,,intcal13
43.79,11.21,Mileto,Europe,Italy,Cardial,Beta-44114,6180,80,,intcal13
48.86,20.43,Ostoros,Europe,Hungary,LBK,Bln-549,6180,100,,intcal13
46.66,17.16,Zalavar,Europe,Hungary,Early LBK,Bln-87,6180,100,,intcal13
38.95,-6.91,Cueva Chica de Santiag,Iberia,Spain,Early Neolithic,UGRA-254,6160,100,,intcal13
47.65,20.15,Sandorresze,Europe,Hungary,LBK,Bln-676,6155,80,,intcal13
27,49.6,Dosariyah,Arabia,Saudi Arabia,Obeid 3,I-5786,6135,120,,intcal13
41.45,21.82,Topolnita 2b,Europe,Romania,Neolithic,,6135,191,,intcal13
46.94,20.23,Vésztö-Magory,Europe,Hungary,Tisza,,6133,126,,intcal13
50.33,8.75,Friedberg,Europe,Germany,Early LBK,Bln-56,6120,100,,intcal13
46.27,20.28,Tápe-Lebö 1,Europe,Hungary,Körös,,6109,124,,intcal13
25.8789,56.0236,Ras al-Jins 37,Arabia,Oman,ABT,Gif-9819,6070,70,,intcal13
25.3622,55.3911,Al Qassimiya,Arabia,U.A.E.,ABT,Ly-3953,5960,120,,intcal13
25.81,55.95,Jazirat al-Hamra 1,Arabia,U.A.E.,ABT,Hv-13192,5955,100,,intcal13
50.46,5.25,Trou al'Wesse,Europe,Belgium,Neolithic,Lv-1752,5950,70,,intcal13
47.5,20.5,Kisköre,Europe,Hungary,Neolithic,,5942,74,,intcal13
43.2,26.75,Ov?arovo,Europe,Bulgaria,Poljanica,,5908,101,,intcal13
25.5653,55.5533,al-Madar (Point 69),Arabia,U.A.E.,ABT,Ly-3280,5890,170,,intcal13
16,50,Wadi Shumlya,Arabia,Yemen,Early Neolithic,OS-16933,5870,45,,intcal13
22.6903,58.5469,Bir Bira 1,Arabia,Oman,ABT?,Hv-10921,5850,115,,intcal13
53.61,-2.03,Rocher Moss 2,Europe,Great Britain,Neolithic,Q-1190,5830,100,,intcal13
27.9,48.7,Abu Khamis,Arabia,Saudi Arabia,Obeid 4,UGa-315,5750,65,,intcal13
16.7022,42.1183,Qummah-3,Arabia,Yemen,Neolithic,Beta-23578,5730,90,,intcal13
23.5514,58.6428,Bandar Jissa 1,Arabia,Oman,ABT?,Hv-12975,5730,105,,intcal13
25.57,55.56,Ile d? Akab,Arabia,U.A.E.,ABT,Ly-5172,5695,90,,intcal13
23.6133,58.5933,Qurum North 1,Arabia,Oman,ABT?,Hv-14212,5580,160,,intcal13
53.22,-4.29,Capel Eithin,Europe,Great Britain,Neolithic,CAR-480,5520,80,,intcal13
23.0797,59.0547,Dibab 1,Arabia,Oman,ABT?,Bln-5270/II,5420,60,,intcal13
47.1,7.15,Twann,Europe,Switzerland,Cortaillod,B-2698,5200,90,,intcal13
46.78,6.78,Vallon-des-Vaux,Europe,Switzerland,Cortaillod,B-659,5180,120,,intcal13
47.23,8.78,Feldbach,Europe,Switzerland,Pfyn,UCLA-1809A,5170,70,,intcal13
22.9333,57.5333,Wadi Shab 1,Arabia,Oman,ABT?,GX-17881,5127,80,,intcal13
52.6,1.26,Eaton Heath,Europe,Great Britain,Mildenhall,BM-770,5095,49,,intcal13
58.99,-3.18,Maes Howe,Europe,Great Britain,Neolithic,SRR-791,5094,60,,intcal13
47.16,8.13,Schenkon,Europe,Switzerland,Cortaillod,B-881,4980,120,,intcal13
55.79,-6.26,Newton,Europe,Great Britain,Neolithic,GU-1952,4965,60,,intcal13
50.89,-0.02,Offham Hill,Europe,Great Britain,Neolithic,BM-1414,4925,80,,intcal13
47.82,13.45,See am Mondsee,Europe,Austria,LBK,,4820,82,,intcal13
50.85,0.34,Orsett,Europe,Great Britain,Neolithic,BM-1213,4741,113,,intcal13
50.79,0.21,Combe Hill,Europe,Great Britain,Neolithic,I-11613,4590,110,,intcal13
